"","gene","name"
"483","ALG1L13P","ALG1 like 13, pseudogene"
"484","ALG1L14P","ALG1 like 14, pseudogene"
"485","ALG1L15P","ALG1 like 15, pseudogene"
"486","ALG3P1","ALG3 pseudogene 1"
"487","ALG9","ALG9 alpha-1,2-mannosyltransferase"
"488","ALG9-IT1","ALG9 intronic transcript 1"
"489","ALG10B","ALG10 alpha-1,2-glucosyltransferase B"
"490","ALG13-AS1","ALG13 antisense RNA 1"
"491","ALG14-AS1","ALG14 antisense RNA 1"
"492","ALKAL1","ALK and LTK ligand 1"
"493","ALKAL2","ALK and LTK ligand 2"
"494","ALKBH3-AS1","ALKBH3 antisense RNA 1"
"495","ALKBH6","alkB homolog 6"
"496","ALKBH7","alkB homolog 7"
"497","ALLC","allantoicase"
"498","ALMS1-IT1","ALMS1 intronic transcript 1"
"499","ALMS1P1","ALMS1 pseudogene 1"
"500","ALOX12","arachidonate 12-lipoxygenase, 12S type"
"501","ALOX12-AS1","ALOX12 antisense RNA 1"
"502","ALOX12B","arachidonate 12-lipoxygenase, 12R type"
"503","ALOX12P1","arachidonate 12-lipoxygenase pseudogene 1"
"504","ALOX12P2","arachidonate 12-lipoxygenase pseudogene 2"
"505","ALOX15","arachidonate 15-lipoxygenase"
"506","ALOX15B","arachidonate 15-lipoxygenase type B"
"507","ALOX15P1","arachidonate 15-lipoxygenase pseudogene 1"
"508","ALOX15P2","arachidonate 15-lipoxygenase pseudogene 2"
"509","ALOXE3","arachidonate lipoxygenase 3"
"510","ALOXE3P1","arachidonate lipoxygenase 3 pseudogene 1"
"511","ALPG","alkaline phosphatase, germ cell"
"512","ALPPL1","alkaline phosphatase, placental-like 1"
"513","ALPPP","alkaline phosphatase, pseudogene"
"514","ALS3","amyotrophic lateral sclerosis 3 (autosomal dominant)"
"515","ALS7","amyotrophic lateral sclerosis 7"
"516","ALX3","ALX homeobox 3"
"517","ALX4","ALX homeobox 4"
"518","AMBN","ameloblastin"
"519","AMCN","arthrogryposis multiplex congenita, neurogenic"
"520","AMD1P1","adenosylmethionine decarboxylase 1 pseudogene 1"
"521","AMD1P2","adenosylmethionine decarboxylase 1 pseudogene 2"
"522","AMD1P3","adenosylmethionine decarboxylase 1 pseudogene 3"
"523","AMD1P4","adenosylmethionine decarboxylase 1 pseudogene 4"
"524","AMDHD2","amidohydrolase domain containing 2"
"525","AMELX","amelogenin X-linked"
"526","AMELY","amelogenin Y-linked"
"527","AMER2","APC membrane recruitment protein 2"
"528","AMIGO1","adhesion molecule with Ig like domain 1"
"529","AMIGO3","adhesion molecule with Ig like domain 3"
"530","AMLCR2","acute myeloid leukemia chromosome region 2"
"531","AMMECR1-IT1","AMMECR1 intronic transcript 1"
"532","AMMECR1LP1","AMMECR1 like pseudogene 1"
"533","AMOTL2","angiomotin like 2"
"534","AMPD2","adenosine monophosphate deaminase 2"
"535","AMTN","amelotin"
"536","AMY1B","amylase alpha 1B"
"537","AMY1C","amylase alpha 1C"
"538","AMY2A","amylase alpha 2A"
"539","AMY2B","amylase alpha 2B"
"540","AMYP1","amylase alpha pseudogene 1"
"541","AMZ2","archaelysin family metallopeptidase 2"
"542","AMZ2P1","archaelysin family metallopeptidase 2 pseudogene 1"
"543","AMZ2P2","archaelysin family metallopeptidase 2 pseudogene 2"
"544","ANAPC1P1","anaphase promoting complex subunit 1 pseudogene 1"
"545","ANAPC1P2","ANAPC1 pseudogene 2"
"546","ANAPC1P3","ANAPC1 pseudogene 3"
"547","ANAPC1P4","ANAPC1 pseudogene 4"
"548","ANAPC1P5","ANAPC1 pseudogene 5"
"549","ANAPC1P6","ANAPC1 pseudogene 6"
"550","ANAPC7","anaphase promoting complex subunit 7"
"551","ANAPC10P1","anaphase promoting complex subunit 10 pseudogene 1"
"552","ANAPC11","anaphase promoting complex subunit 11"
"553","ANCR","Angelman syndrome chromosome region"
"554","ANG","angiogenin"
"555","ANGPTL6","angiopoietin like 6"
"556","ANGPTL8","angiopoietin like 8"
"557","ANHX","anomalous homeobox"
"558","ANIB1","aneurysm, intracranial berry 1"
"559","ANIB2","aneurysm, intracranial berry 2"
"560","ANIB3","aneurysm, intracranial berry 3"
"561","ANIB4","aneurysm, intracranial berry 4"
"562","ANK2-AS1","ANK2 antisense RNA 1"
"563","ANK3-DT","ANK3 divergent transcript"
"564","ANKAR","ankyrin and armadillo repeat containing"
"565","ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3 readthrough"
"566","ANKRD7","ankyrin repeat domain 7"
"567","ANKRD10-IT1","ANKRD10 intronic transcript 1"
"568","ANKRD11P1","ANKRD11 pseudogene 1"
"569","ANKRD11P2","ANKRD11 pseudogene 2"
"570","ANKRD18A","ankyrin repeat domain 18A"
"571","ANKRD18B","ankyrin repeat domain 18B"
"572","ANKRD18CP","ankyrin repeat domain 18C, pseudogene"
"573","ANKRD18DP","ankyrin repeat domain 18D, pseudogene"
"574","ANKRD18EP","ankyrin repeat domain 18E, pseudogene"
"575","ANKRD19P","ankyrin repeat domain 19, pseudogene"
"576","ANKRD20A1","ankyrin repeat domain 20 family member A1"
"577","ANKRD20A2P","ankyrin repeat domain 20 family member A2, pseudogene"
"578","ANKRD20A3P","ankyrin repeat domain 20 family member A3, pseudogene"
"579","ANKRD20A4P","ankyrin repeat domain 20 family member A4, pseudogene"
"580","ANKRD20A5P","ankyrin repeat domain 20 family member A5, pseudogene"
"581","ANKRD20A6P","ankyrin repeat domain 20 family member A6, pseudogene"
"582","ANKRD20A7P","ankyrin repeat domain 20 family member A7, pseudogene"
"583","ANKRD20A8P","ankyrin repeat domain 20 family member A8, pseudogene"
"584","ANKRD20A9P","ankyrin repeat domain 20 family member A9, pseudogene"
"585","ANKRD20A10P","ankyrin repeat domain 20 family member A10, pseudogene"
"586","ANKRD20A11P","ankyrin repeat domain 20 family member A11, pseudogene"
"587","ANKRD20A12P","ankyrin repeat domain 20 family member A12, pseudogene"
"588","ANKRD20A13P","ankyrin repeat domain 20 family member A13, pseudogene"
"589","ANKRD20A14P","ankyrin repeat domain 20 family member A14, pseudogene"
"590","ANKRD20A15P","ankyrin repeat domain 20 family member A15, pseudogene"
"591","ANKRD20A16P","ankyrin repeat domain 20 family member A16, pseudogene"
"592","ANKRD20A17P","ankyrin repeat domain 20 family member A17, pseudogene"
"593","ANKRD20A18P","ankyrin repeat domain 20 family member A18, pseudogene"
"594","ANKRD20A19P","ankyrin repeat domain 20 family member A19, pseudogene"
"595","ANKRD20A20P","ankyrin repeat domain 20 family member A20, pseudogene"
"596","ANKRD20A21P","ankyrin repeat domain 20 family member A21, pseudogene"
"597","ANKRD23","ankyrin repeat domain 23"
"598","ANKRD26P1","ankyrin repeat domain 26 pseudogene 1"
"599","ANKRD26P2","ankyrin repeat domain 26 pseudogene 2"
"600","ANKRD26P3","ankyrin repeat domain 26 pseudogene 3"
"601","ANKRD26P4","ankyrin repeat domain 26 pseudogene 4"
"602","ANKRD30A","ankyrin repeat domain 30A"
"603","ANKRD30B","ankyrin repeat domain 30B"
"604","ANKRD30BL","ankyrin repeat domain 30B like"
"605","ANKRD30BP1","ankyrin repeat domain 30B pseudogene 1"
"606","ANKRD30BP2","ankyrin repeat domain 30B pseudogene 2"
"607","ANKRD30BP3","ankyrin repeat domain 30B pseudogene 3"
"608","ANKRD33","ankyrin repeat domain 33"
"609","ANKRD33B-AS1","ANKRD33B antisense RNA 1"
"610","ANKRD33B-IT1","ANKRD33B intronic transcript 1 (non-protein coding)"
"611","ANKRD34A","ankyrin repeat domain 34A"
"612","ANKRD34C","ankyrin repeat domain 34C"
"613","ANKRD34C-AS1","ANKRD34C antisense RNA 1"
"614","ANKRD35","ankyrin repeat domain 35"
"615","ANKRD36","ankyrin repeat domain 36"
"616","ANKRD36B","ankyrin repeat domain 36B"
"617","ANKRD36BP1","ankyrin repeat domain 36B pseudogene 1"
"618","ANKRD36BP2","ankyrin repeat domain 36B pseudogene 2"
"619","ANKRD36C","ankyrin repeat domain 36C"
"620","ANKRD36P1","ankyrin repeat domain 36 pseudogene 1"
"621","ANKRD37","ankyrin repeat domain 37"
"622","ANKRD40CL","ANKRD40 C-terminal like"
"623","ANKRD44-AS1","ANKRD44 antisense RNA 1"
"624","ANKRD44-IT1","ANKRD44 intronic transcript 1"
"625","ANKRD45","ankyrin repeat domain 45"
"626","ANKRD49P1","ANKRD49 pseudogene 1"
"627","ANKRD49P2","ANKRD49 pseudogene 2"
"628","ANKRD49P3","ANKRD49 pseudogene 3"
"629","ANKRD49P4","ANKRD49 pseudogene 4"
"630","ANKRD53","ankyrin repeat domain 53"
"631","ANKRD54P1","ankyrin repeat domain 54 pseudogene 1"
"632","ANKRD60","ankyrin repeat domain 60"
"633","ANKRD61","ankyrin repeat domain 61"
"634","ANKRD62","ankyrin repeat domain 62"
"635","ANKRD62P1","ankyrin repeat domain 62 pseudogene 1"
"636","ANKRD62P1-PARP4P3","ANKRD62P1-PARP4P3 readthrough, transcribed pseudogene"
"637","ANKRD63","ankyrin repeat domain 63"
"638","ANKRD65","ankyrin repeat domain 65"
"639","ANKRD66","ankyrin repeat domain 66"
"640","ANKUB1","ankyrin repeat and ubiquitin domain containing 1"
"641","ANO1-AS1","ANO1 antisense RNA 1"
"642","ANO2","anoctamin 2"
"643","ANO3-AS1","ANO3 antisense RNA 1"
"644","ANO7","anoctamin 7"
"645","ANO7L1","anoctamin 7 like 1 (pseudogene)"
"646","ANOP1","anophthalmos 1 (with mental retardation, without limb anomalies or dental or urogenital abnormalities)"
"647","ANOS2P","anosmin 2, pseudogene"
"648","ANP32A-IT1","ANP32A intronic transcript 1"
"649","ANP32AP1","acidic nuclear phosphoprotein 32 family member A pseudogene 1"
"650","ANP32BP1","acidic nuclear phosphoprotein 32 family member B pseudogene 1"
"651","ANP32BP2","acidic nuclear phosphoprotein 32 family member B pseudogene 2"
"652","ANP32BP3","acidic nuclear phosphoprotein 32 family member B pseudogene 3"
"653","ANP32C","acidic nuclear phosphoprotein 32 family member C"
"654","ANP32D","acidic nuclear phosphoprotein 32 family member D"
"655","ANTKMT","adenine nucleotide translocase lysine methyltransferase"
"656","ANTP2","adenine nucleotide translocator pseudogene 2 (clone 7)"
"657","ANTP4","adenine nucleotide translocator pseudogene 4 (clone 9)"
"658","ANTXRLP1","ANTXR like pseudogene 1"
"659","ANXA2P1","annexin A2 pseudogene 1"
"660","ANXA2P2","annexin A2 pseudogene 2"
"661","ANXA2P3","annexin A2 pseudogene 3"
"662","ANXA2R","annexin A2 receptor"
"663","ANXA3","annexin A3"
"664","ANXA8L1","annexin A8 like 1"
"665","ANXA9","annexin A9"
"666","AOAH-IT1","AOAH intronic transcript 1"
"667","AOC2","amine oxidase copper containing 2"
"668","AOC4P","amine oxidase copper containing 4, pseudogene"
"669","AOPEP","aminopeptidase O (putative)"
"670","AOX2P","aldehyde oxidase 2, pseudogene"
"671","AOX3P","aldehyde oxidase 3, pseudogene"
"672","AOX3P-AOX2P","AOX3P-AOX2P readthrough, transcribed pseudogene"
"673","AP1B1P1","AP1B1 pseudogene 1"
"674","AP1B1P2","AP1B1 pseudogene 2"
"675","AP1G2","adaptor related protein complex 1 subunit gamma 2"
"676","AP1M2","adaptor related protein complex 1 subunit mu 2"
"677","AP1S1","adaptor related protein complex 1 subunit sigma 1"
"678","AP1S2","adaptor related protein complex 1 subunit sigma 2"
"679","AP1S2P1","AP1S2 pseudogene 1"
"680","AP2A1","adaptor related protein complex 2 subunit alpha 1"
"681","AP2S1","adaptor related protein complex 2 subunit sigma 1"
"682","AP4B1-AS1","AP4B1 antisense RNA 1"
"683","AP4M1","adaptor related protein complex 4 subunit mu 1"
"684","AP5B1","adaptor related protein complex 5 subunit beta 1"
"685","AP5S1","adaptor related protein complex 5 subunit sigma 1"
"686","APC","APC regulator of WNT signaling pathway"
"687","APCDD1L-DT","APCDD1L divergent transcript"
"688","APCS","amyloid P component, serum"
"689","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1"
"690","APEX2","apurinic/apyrimidinic endodeoxyribonuclease 2"
"691","APH1B","aph-1 homolog B, gamma-secretase subunit"
"692","API5P1","apoptosis inhibitor 5 pseudogene 1"
"693","API5P2","apoptosis inhibitor 5 pseudogene 2"
"694","APLN","apelin"
"695","APLP1","amyloid beta precursor like protein 1"
"696","APOA1-AS","APOA1 antisense RNA"
"697","APOA2","apolipoprotein A2"
"698","APOA4","apolipoprotein A4"
"699","APOA5","apolipoprotein A5"
"700","APOB","apolipoprotein B"
"701","APOBEC1","apolipoprotein B mRNA editing enzyme catalytic subunit 1"
"702","APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A"
"703","APOBEC3A_B","APOBEC3A and APOBEC3B deletion hybrid"
"704","APOBEC3AP1","apolipoprotein B mRNA editing enzyme catalytic subunit 3A pseudogene 1"
"705","APOBEC3B","apolipoprotein B mRNA editing enzyme catalytic subunit 3B"
"706","APOBEC3B-AS1","APOBEC3B antisense RNA 1"
"707","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C"
"708","APOBEC3D","apolipoprotein B mRNA editing enzyme catalytic subunit 3D"
"709","APOBEC3F","apolipoprotein B mRNA editing enzyme catalytic subunit 3F"
"710","APOBEC3G","apolipoprotein B mRNA editing enzyme catalytic subunit 3G"
"711","APOBEC3H","apolipoprotein B mRNA editing enzyme catalytic subunit 3H"
"712","APOBER1","apolipoprotein B mRNA editing enzyme regulator"
"713","APOBR","apolipoprotein B receptor"
"714","APOC1","apolipoprotein C1"
"715","APOC1P1","apolipoprotein C1 pseudogene 1"
"716","APOC2","apolipoprotein C2"
"717","APOC3","apolipoprotein C3"
"718","APOC4","apolipoprotein C4"
"719","APOC4-APOC2","APOC4-APOC2 readthrough (NMD candidate)"
"720","APOE","apolipoprotein E"
"721","APOEL1","apolipoprotein E-like 1"
"722","APOF","apolipoprotein F"
"723","APOL1","apolipoprotein L1"
"724","APOL2","apolipoprotein L2"
"725","APOL3","apolipoprotein L3"
"726","APOL4","apolipoprotein L4"
"727","APOL5","apolipoprotein L5"
"728","APOL6","apolipoprotein L6"
"729","APOM","apolipoprotein M"
"730","APONP","apolipoprotein N, pseudogene"
"731","APOOP1","apolipoprotein O pseudogene 1"
"732","APOOP2","apolipoprotein O pseudogene 2"
"733","APOOP3","apolipoprotein O pseudogene 3"
"734","APOOP4","apolipoprotein O pseudogene 4"
"735","APOOP5","apolipoprotein O pseudogene 5"
"736","APPL","amyloid beta (A4) precursor protein-like"
"737","APTR","Alu-mediated CDKN1A/p21 transcriptional regulator"
"738","AQP1","aquaporin 1 (Colton blood group)"
"739","AQP4-AS1","AQP4 antisense RNA 1"
"740","AQP5","aquaporin 5"
"741","AQP6","aquaporin 6"
"742","AQP7","aquaporin 7"
"743","AQP7P1","aquaporin 7 pseudogene 1"
"744","AQP7P2","aquaporin 7 pseudogene 2"
"745","AQP7P3","aquaporin 7 pseudogene 3"
"746","AQP7P4","aquaporin 7 pseudogene 4"
"747","AQP7P5","aquaporin 7 pseudogene 5"
"748","AQP10","aquaporin 10"
"749","AQP12A","aquaporin 12A"
"750","AQP12B","aquaporin 12B"
"751","ARAF","A-Raf proto-oncogene, serine/threonine kinase"
"752","ARAFP1","ARAF pseudogene 1"
"753","ARAFP2","ARAF pseudogene 2"
"754","ARAFP3","ARAF pseudogene 3"
"755","ARAP1","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
"756","ARAP1-AS1","ARAP1 antisense RNA 1"
"757","ARAP1-AS2","ARAP1 antisense RNA 2"
"758","ARC","activity regulated cytoskeleton associated protein"
"759","ARCN2","archain 2"
"760","ARF1P1","ADP ribosylation factor 1 pseudogene 1"
"761","ARF1P2","ADP ribosylation factor 1 pseudogene 2"
"762","ARF1P3","ADP ribosylation factor 1 pseudogene 3"
"763","ARF2P","ADP ribosylation factor 2, pseudogene"
"764","ARF3","ADP ribosylation factor 3"
"765","ARF4-AS1","ARF4 antisense RNA 1"
"766","ARF4P1","ADP ribosylation factor 4 pseudogene 1"
"767","ARF4P2","ADP ribosylation factor 4 pseudogene 2"
"768","ARF4P3","ADP ribosylation factor 4 pseudogene 3"
"769","ARF4P4","ADP ribosylation factor 4 pseudogene 4"
"770","ARF4P5","ADP ribosylation factor 4 pseudogene 5"
"771","ARF5","ADP ribosylation factor 5"
"772","ARG1","arginase 1"
"773","ARGFX","arginine-fifty homeobox"
"774","ARGFXP1","arginine-fifty homeobox pseudogene 1"
"775","ARGFXP2","arginine-fifty homeobox pseudogene 2"
"776","ARHGAP4","Rho GTPase activating protein 4"
"777","ARHGAP5-AS1","ARHGAP5 antisense RNA 1 (head to head)"
"778","ARHGAP9","Rho GTPase activating protein 9"
"779","ARHGAP11B","Rho GTPase activating protein 11B"
"780","ARHGAP15-AS1","ARHGAP15 antisense RNA 1"
"781","ARHGAP16P","Rho GTPase activating protein 16 pseudogene"
"782","ARHGAP19-SLIT1","ARHGAP19-SLIT1 readthrough (NMD candidate)"
"783","ARHGAP22-IT1","ARHGAP22 intronic transcript 1"
"784","ARHGAP23","Rho GTPase activating protein 23"
"785","ARHGAP23P1","Rho GTPase activating protein 23 pseudogene 1"
"786","ARHGAP26-AS1","ARHGAP26 antisense RNA 1"
"787","ARHGAP26-IT1","ARHGAP26 intronic transcript 1"
"788","ARHGAP27P1","Rho GTPase activating protein 27 pseudogene 1"
"789","ARHGAP27P1-BPTFP1-KPNA2P3","ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene"
"790","ARHGAP27P2","Rho GTPase activating protein 27 pseudogene 2"
"791","ARHGAP29-AS1","ARHGAP29 antisense RNA 1"
"792","ARHGAP30","Rho GTPase activating protein 30"
"793","ARHGAP31","Rho GTPase activating protein 31"
"794","ARHGAP31-AS1","ARHGAP31 antisense RNA 1"
"795","ARHGAP33","Rho GTPase activating protein 33"
"796","ARHGAP35","Rho GTPase activating protein 35"
"797","ARHGAP42-AS1","ARHGAP42 antisense RNA 1"
"798","ARHGAP42P1","ARHGAP42 pseudogene 1"
"799","ARHGAP42P2","ARHGAP42 pseudogene 2"
"800","ARHGAP42P3","ARHGAP42 pseudogene 3"
"801","ARHGAP42P4","ARHGAP42 pseudogene 4"
"802","ARHGAP42P5","ARHGAP42 pseudogene 5"
"803","ARHGAP45","Rho GTPase activating protein 45"
"804","ARHGDIA","Rho GDP dissociation inhibitor alpha"
"805","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2"
"806","ARHGEF2-AS1","ARHGEF2 antisense RNA 1"
"807","ARHGEF3-AS1","ARHGEF3 antisense RNA 1"
"808","ARHGEF5","Rho guanine nucleotide exchange factor 5"
"809","ARHGEF7-AS1","ARHGEF7 antisense RNA 1"
"810","ARHGEF7-AS2","ARHGEF7 antisense RNA 2"
"811","ARHGEF7-IT1","ARHGEF7 intronic transcript 1"
"812","ARHGEF9-IT1","ARHGEF9 intronic transcript 1"
"813","ARHGEF11","Rho guanine nucleotide exchange factor 11"
"814","ARHGEF15","Rho guanine nucleotide exchange factor 15"
"815","ARHGEF19-AS1","ARHGEF19 antisense RNA 1"
"816","ARHGEF25","Rho guanine nucleotide exchange factor 25"
"817","ARHGEF26-AS1","ARHGEF26 antisense RNA 1"
"818","ARHGEF28","Rho guanine nucleotide exchange factor 28"
"819","ARHGEF34P","Rho guanine nucleotide exchange factor 34, pseudogene"
"820","ARHGEF35","Rho guanine nucleotide exchange factor 35"
"821","ARHGEF35-AS1","ARHGEF35 antisense RNA 1"
"822","ARHGEF38-IT1","ARHGEF38 intronic transcript 1"
"823","ARHGEF40","Rho guanine nucleotide exchange factor 40"
"824","ARID3BP1","ARID3B pseudogene 1"
"825","ARID3C","AT-rich interaction domain 3C"
"826","ARID4B-IT1","ARID4B intronic transcript 1"
"827","ARID5A","AT-rich interaction domain 5A"
"828","ARIH2OS","ARIH2 opposite strand lncRNA"
"829","ARIH2P1","ariadne RBR E3 ubiquitin protein ligase 2 pseudogene 1"
"830","ARL2-SNX15","ARL2-SNX15 readthrough (NMD candidate)"
"831","ARL2BPP1","ADP ribosylation factor like GTPase 2 binding protein pseudogene 1"
"832","ARL2BPP2","ADP ribosylation factor like GTPase 2 binding protein pseudogene 2"
"833","ARL2BPP3","ADP ribosylation factor like GTPase 2 binding protein pseudogene 3"
"834","ARL2BPP4","ADP ribosylation factor like GTPase 2 binding protein pseudogene 4"
"835","ARL2BPP5","ADP ribosylation factor like GTPase 2 binding protein pseudogene 5"
"836","ARL2BPP6","ADP ribosylation factor like GTPase 2 binding protein pseudogene 6"
"837","ARL2BPP7","ADP ribosylation factor like GTPase 2 binding protein pseudogene 7"
"838","ARL2BPP8","ADP ribosylation factor like GTPase 2 binding protein pseudogene 8"
"839","ARL2BPP9","ADP ribosylation factor like GTPase 2 binding protein pseudogene 9"
"840","ARL2BPP10","ADP ribosylation factor like GTPase 2 binding protein pseudogene 10"
"841","ARL4AP1","ADP ribosylation factor like GTPase 4A pseudogene 1"
"842","ARL4AP2","ADP ribosylation factor like GTPase 4A pseudogene 2"
"843","ARL4AP3","ADP ribosylation factor like GTPase 4A pseudogene 3"
"844","ARL4AP4","ADP ribosylation factor like GTPase 4A pseudogene 4"
"845","ARL4AP5","ADP ribosylation factor like GTPase 4A pseudogene 5"
"846","ARL4D","ADP ribosylation factor like GTPase 4D"
"847","ARL5AP1","ADP ribosylation factor like GTPase 5A pseudogene 1"
"848","ARL5AP2","ADP ribosylation factor like GTPase 5A pseudogene 2"
"849","ARL5AP3","ADP ribosylation factor like GTPase 5A pseudogene 3"
"850","ARL5AP4","ADP ribosylation factor like GTPase 5A pseudogene 4"
"851","ARL5C","ADP ribosylation factor like GTPase 5C"
"852","ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1"
"853","ARL6IP1P1","ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 1"
"854","ARL6IP1P2","ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 2"
"855","ARL6IP1P3","ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 3"
"856","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6"
