"","V1","bird","sex","tissue","treatment","external","internal","group","study"
"828","x.r50.w97_female_hypothalamus_n5","x.r50.w97","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"829","x.r50.w97_female_pituitary_n5","x.r50.w97","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"830","x.r64.g140_male_gonad_inc.d3","x.r64.g140","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3","charcterization"
"831","x.r64.g140_male_hypothalamus_inc.d3","x.r64.g140","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3","charcterization"
"832","x.r64.g140_male_pituitary_inc.d3","x.r64.g140","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3","charcterization"
"833","x.r67.blu35_male_gonad_bldg","x.r67.blu35","male","gonads","bldg","nest","early","male.gonads.bldg","charcterization"
"834","x.r67.blu35_male_hypothalamus_bldg","x.r67.blu35","male","hypothalamus","bldg","nest","early","male.hypothalamus.bldg","charcterization"
"835","x.r67.blu35_male_pituitary_bldg.NYNO","x.r67.blu35","male","pituitary","bldg","nest","early","male.pituitary.bldg","charcterization"
"836","x.r74.o29_female_gonad_m.hatch","x.r74.o29","female","gonads","m.n2","nest","late","female.gonads.m.n2","manipulation"
"837","x.r74.o29_female_hypothalamus_m.hatch","x.r74.o29","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2","manipulation"
"838","x.r74.o29_female_pituitary_m.hatch","x.r74.o29","female","pituitary","m.n2","nest","late","female.pituitary.m.n2","manipulation"
"839","x.r76_female_gonad_m.inc.d9","x.r76","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9","manipulation"
"840","x.r76_female_hypothalamus_m.inc.d9","x.r76","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9","manipulation"
"841","x.r76_female_pituitary_m.inc.d9","x.r76","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9","manipulation"
"842","x.s188_female_gonad_m.inc.d8","x.s188","female","gonads","early","chicks","early","female.gonads.early","charcterization"
"843","x.s188_female_hypothalamus_m.inc.d8","x.s188","female","hypothalamus","early","chicks","early","female.hypothalamus.early","charcterization"
"844","x.s188_female_pituitary_m.inc.d8","x.s188","female","pituitary","early","chicks","early","female.pituitary.early","charcterization"
"845","x.w178_female_gonad_n9","x.w178","female","gonads","n9","chicks","late","female.gonads.n9","charcterization"
"846","x.w178_female_hypothalamus_n9","x.w178","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9","charcterization"
"847","x.w178_female_pituitary_n9","x.w178","female","pituitary","n9","chicks","late","female.pituitary.n9","charcterization"
"848","x.w192.o157_male_gonad_inc.d9","x.w192.o157","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9","charcterization"
"849","x.w192.o157_male_hypothalamus_inc.d9","x.w192.o157","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9","charcterization"
"850","x.w192.o157_male_pituitary_inc.d9","x.w192.o157","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9","charcterization"
"851","x.w51_female_gonad_lay","x.w51","female","gonads","lay","eggs","early","female.gonads.lay","charcterization"
"852","x.w51_female_hypothalamus_lay","x.w51","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay","charcterization"
"853","x.w51_female_pituitary_lay","x.w51","female","pituitary","lay","eggs","early","female.pituitary.lay","charcterization"
"854","x.w6_female_gonad_n9","x.w6","female","gonads","n9","chicks","late","female.gonads.n9","charcterization"
"855","x.w6_female_hypothalamus_n9","x.w6","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9","charcterization"
"856","x.w6_female_pituitary_n9","x.w6","female","pituitary","n9","chicks","late","female.pituitary.n9","charcterization"
"857","x.y.s.ATLAS_male_gonad_control","x.y.s.atlas","male","gonads","control","control","control","male.gonads.control","charcterization"
"858","x.y.s.ATLAS_male_pituitary_control","x.y.s.atlas","male","pituitary","control","control","control","male.pituitary.control","charcterization"
"859","x.y109_female_gonad_inc.d9","x.y109","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9","charcterization"
"860","x.y109_female_hypothalamus_inc.d9","x.y109","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9","charcterization"
"861","x.y109_female_pituitary_inc.d9","x.y109","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9","charcterization"
"862","x.y119.w11_female_gonad_m.inc.d17","x.y119.w11","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17","manipulation"
"863","x.y119.w11_female_hypothalamus_m.inc.d17","x.y119.w11","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17","manipulation"
"864","x.y119.w11_female_pituitary_m.inc.d17","x.y119.w11","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17","manipulation"
"865","x.y132.w76_male_gonad_inc.d17","x.y132.w76","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17","charcterization"
"866","x.y132.w76_male_hypothalamus_inc.d17","x.y132.w76","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17","charcterization"
"867","x.y132.w76_male_pituitary_inc.d17","x.y132.w76","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17","charcterization"
"868","x.y138.w176_female_gonad_n9","x.y138.w176","female","gonads","n9","chicks","late","female.gonads.n9","charcterization"
"869","x.y138.w176_female_hypothalamus_n9","x.y138.w176","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9","charcterization"
"870","x.y138.w176_female_pituitary_n9","x.y138.w176","female","pituitary","n9","chicks","late","female.pituitary.n9","charcterization"
"871","x.y141.w116_male_gonad_inc.d9","x.y141.w116","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9","charcterization"
"872","x.y141.w116_male_hypothalamus_inc.d9","x.y141.w116","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9","charcterization"
"873","x.y141.w116_male_pituitary_inc.d9","x.y141.w116","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9","charcterization"
"874","x.y145.r55_female_gonad_inc.prolong","x.y145.r55","female","gonads","prolong","eggs","late","female.gonads.prolong","manipulation"
"875","x.y145.r55_female_hypothalamus_inc.prolong","x.y145.r55","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong","manipulation"
"876","x.y145.r55_female_pituitary_inc.prolong","x.y145.r55","female","pituitary","prolong","eggs","late","female.pituitary.prolong","manipulation"
"877","x.y51_male_gonad_m.inc.d8","x.y51","male","gonads","early","chicks","early","male.gonads.early","charcterization"
"878","x.y51_male_hypothalamus_m.inc.d8","x.y51","male","hypothalamus","early","chicks","early","male.hypothalamus.early","charcterization"
"879","x.y51_male_pituitary_m.inc.d8","x.y51","male","pituitary","early","chicks","early","male.pituitary.early","charcterization"
"880","x.y5_female_gonad_m.inc.d8","x.y5","female","gonads","early","chicks","early","female.gonads.early","charcterization"
"881","x.y5_female_hypothalamus_m.inc.d8","x.y5","female","hypothalamus","early","chicks","early","female.hypothalamus.early","charcterization"
"882","x.y5_female_pituitary_m.inc.d8","x.y5","female","pituitary","early","chicks","early","female.pituitary.early","charcterization"
"883","x.y64_female_gonad_extend","x.y64","female","gonads","extend","chicks","late","female.gonads.extend","manipulation"
"884","x.y64_female_hypothalamus_extend","x.y64","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend","manipulation"
"885","x.y64_female_pituitary_extend","x.y64","female","pituitary","extend","chicks","late","female.pituitary.extend","manipulation"
"886","x.y79_male_gonad_prolong","x.y79","male","gonads","prolong","eggs","late","male.gonads.prolong","manipulation"
"887","x.y79_male_hypothalamus_prolong","x.y79","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong","manipulation"
"888","x.y79_male_pituitary_prolong","x.y79","male","pituitary","prolong","eggs","late","male.pituitary.prolong","manipulation"
"889","x.y90_female_gonad_hatch","x.y90","female","gonads","hatch","chicks","late","female.gonads.hatch","charcterization"
"890","x.y90_female_hypothalamus_hatch","x.y90","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch","charcterization"
"891","x.y90_female_pituitary_hatch","x.y90","female","pituitary","hatch","chicks","late","female.pituitary.hatch","charcterization"
"892","x.y93.g126_female_gonad_inc.d9","x.y93.g126","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9","charcterization"
"893","x.y93.g126_female_hypothalamus_inc.d9","x.y93.g126","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9","charcterization"
"894","x.y93.g126_female_pituitary_inc.d9","x.y93.g126","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9","charcterization"
"895","x.y9_female_gonad_n9","x.y9","female","gonads","n9","chicks","late","female.gonads.n9","charcterization"
"896","x.y9_female_hypothalamus_n9","x.y9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9","charcterization"
"897","x.y9_female_pituitary_n9","x.y9","female","pituitary","n9","chicks","late","female.pituitary.n9","charcterization"
"898","y.s156.o.r_female_gonad_lay","y.s156.o.r","female","gonads","lay","eggs","early","female.gonads.lay","charcterization"
"899","y.s156.o.r_female_hypothalamus_lay","y.s156.o.r","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay","charcterization"
"900","y.s156.o.r_female_pituitary_lay","y.s156.o.r","female","pituitary","lay","eggs","early","female.pituitary.lay","charcterization"
"901","y.w.blk_male_gonad_m.inc.d9","y.w.blk","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9","manipulation"
"902","y.w.blk_male_hypothalamus_m.inc.d9","y.w.blk","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9","manipulation"
"903","y.w.blk_male_pituitary_m.inc.d9","y.w.blk","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9","manipulation"
"904","y12.x_female_gonad_m.inc.d9","y12.x","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9","manipulation"
"905","y12.x_female_hypothalamus_m.inc.d9","y12.x","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9","manipulation"
"906","y12.x_female_pituitary_m.inc.d9","y12.x","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9","manipulation"
"907","y126.w92.x_female_gonad_inc.d17","y126.w92.x","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17","charcterization"
"908","y126.w92.x_female_hypothalamus_inc.d17","y126.w92.x","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17","charcterization"
"909","y126.w92.x_female_pituitary_inc.d17","y126.w92.x","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17","charcterization"
"910","y128.g23.x_female_gonad_inc.d9","y128.g23.x","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9","manipulation"
"911","y128.g23.x_female_hypothalamus_m.inc.d9","y128.g23.x","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9","manipulation"
"912","y128.g23.x_female_pituitary_inc.d9","y128.g23.x","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9","manipulation"
"913","y129.x_male_gonad_n9","y129.x","male","gonads","n9","chicks","late","male.gonads.n9","charcterization"
"914","y129.x_male_hypothalamus_n9","y129.x","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9","charcterization"
"915","y129.x_male_pituitary_n9","y129.x","male","pituitary","n9","chicks","late","male.pituitary.n9","charcterization"
"916","y13.x_female_gonad_inc.d3","y13.x","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3","charcterization"
"917","y13.x_female_hypothalamus_inc.d3","y13.x","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3","charcterization"
"918","y13.x_female_pituitary_inc.d3","y13.x","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3","charcterization"
"919","y130.o170.x_female_gonad_inc.d17","y130.o170.x","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17","charcterization"
"920","y130.o170.x_female_hypothalamus_inc.d17","y130.o170.x","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17","charcterization"
"921","y130.o170.x_female_pituitary_inc.d17","y130.o170.x","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17","charcterization"
"922","y131.w185.x_male_gonad_n9","y131.w185.x","male","gonads","n9","chicks","late","male.gonads.n9","charcterization"
"923","y131.w185.x_male_hypothalamus_n9","y131.w185.x","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9","charcterization"
"924","y131.w185.x_male_pituitary_n9","y131.w185.x","male","pituitary","n9","chicks","late","male.pituitary.n9","charcterization"
"925","y133.w77.r58_male_gonad_inc.d17","y133.w77.r58","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17","charcterization"
"926","y133.w77.r58_male_hypothalamus_inc.d17","y133.w77.r58","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17","charcterization"
"927","y133.w77.r58_male_pituitary_inc.d17","y133.w77.r58","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17","charcterization"
"928","y135.blu107.x_female_gonad_inc.d17","y135.blu107.x","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17","charcterization"
"929","y135.blu107.x_female_hypothalamus_inc.d17","y135.blu107.x","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17","charcterization"
"930","y135.blu107.x_female_pituitary_inc.d17.NYNO","y135.blu107.x","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17","charcterization"
"931","y136.x_female_gonad_inc.d17","y136.x","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17","charcterization"
"932","y136.x_female_hypothalamus_inc.d17","y136.x","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17","charcterization"
"933","y136.x_female_pituitary_inc.d17","y136.x","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17","charcterization"
"934","y140.w119.x_female_gonad_inc.d9","y140.w119.x","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9","charcterization"
"935","y140.w119.x_female_hypothalamus_inc.d9","y140.w119.x","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9","charcterization"
"936","y140.w119.x_female_pituitary_inc.d9","y140.w119.x","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9","charcterization"
"937","y146.r32.x_female_gonad_inc.prolong","y146.r32.x","female","gonads","prolong","eggs","late","female.gonads.prolong","manipulation"
"938","y146.r32.x_female_hypothalamus_inc.prolong","y146.r32.x","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong","manipulation"
"939","y146.r32.x_female_pituitary_inc.prolong","y146.r32.x","female","pituitary","prolong","eggs","late","female.pituitary.prolong","manipulation"
"940","y148.w81.g145_male_gonad_m.inc.d17","y148.w81.g145","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17","manipulation"
"941","y148.w81.g145_male_hypothalamus_m.inc.d17","y148.w81.g145","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17","manipulation"
"942","y148.w81.g145_male_pituitary_m.inc.d17","y148.w81.g145","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17","manipulation"
"943","y149.r52.x_male_gonad_inc.d3","y149.r52.x","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3","charcterization"
"944","y149.r52.x_male_hypothalamus_inc.d3","y149.r52.x","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3","charcterization"
"945","y149.r52.x_male_pituitary_inc.d3","y149.r52.x","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3","charcterization"
"946","y15.x_female_gonad_hatch","y15.x","female","gonads","hatch","chicks","late","female.gonads.hatch","charcterization"
"947","y15.x_female_hypothalamus_hatch","y15.x","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch","charcterization"
"948","y15.x_female_pituitary_hatch","y15.x","female","pituitary","hatch","chicks","late","female.pituitary.hatch","charcterization"
"949","y18.x_male_gonad_m.inc.d3","y18.x","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3","manipulation"
"950","y18.x_male_hypothalamus_m.inc.d3","y18.x","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3","manipulation"
"951","y18.x_male_pituitary_m.inc.d3","y18.x","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3","manipulation"
"952","y4.x_male_gonad_m.inc.d17","y4.x","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17","manipulation"
"953","y4.x_male_hypothalamus_m.inc.d17","y4.x","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17","manipulation"
"954","y4.x_male_pituitary_m.inc.d17","y4.x","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17","manipulation"
"955","y55.x_male_gonad_m.inc.d8","y55.x","male","gonads","early","chicks","early","male.gonads.early","charcterization"
"956","y55.x_male_hypothalamus_m.inc.d8","y55.x","male","hypothalamus","early","chicks","early","male.hypothalamus.early","charcterization"
"957","y55.x_male_pituitary_m.inc.d8","y55.x","male","pituitary","early","chicks","early","male.pituitary.early","charcterization"
"958","y6.o54_female_gonad_n5","y6.o54","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
"959","y6.o54_female_hypothalamus_n5","y6.o54","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"960","y6.o54_female_pituitary_n5","y6.o54","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"961","y63.x_male_gonad_m.inc.d9","y63.x","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9","manipulation"
"962","y63.x_male_hypothalamus_m.inc.d9","y63.x","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9","manipulation"
"963","y63.x_male_pituitary_m.inc.d9","y63.x","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9","manipulation"
"964","y7.g58_female_gonad_hatch","y7.g58","female","gonads","hatch","chicks","late","female.gonads.hatch","charcterization"
"965","y7.g58_female_hypothalamus_hatch","y7.g58","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch","charcterization"
"966","y7.g58_female_pituitary_hatch","y7.g58","female","pituitary","hatch","chicks","late","female.pituitary.hatch","charcterization"
"967","y85.r71.x_female_gonad_m.inc.d17","y85.r71.x","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17","manipulation"
"968","y85.r71.x_female_hypothalamus_m.inc.d17","y85.r71.x","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17","manipulation"
"969","y85.r71.x_female_pituitary_m.inc.d17","y85.r71.x","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17","manipulation"
"970","y94.g133.x_female_gonad_n5","y94.g133.x","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
"971","y94.g133.x_female_hypothalamus_n5.NYNO","y94.g133.x","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"972","y94.g133.x_female_pituitary_n5","y94.g133.x","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"973","y95.g131.x_male_gonad_inc.d9","y95.g131.x","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9","charcterization"
"974","y95.g131.x_male_hypothalamus_inc.d9","y95.g131.x","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9","charcterization"
"975","y95.g131.x_male_pituitary_inc.d9","y95.g131.x","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9","charcterization"
"976","y97.x_female_gonad_n9","y97.x","female","gonads","n9","chicks","late","female.gonads.n9","charcterization"
"977","y97.x_female_hypothalamus_n9","y97.x","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9","charcterization"
"978","y97.x_female_pituitary_n9","y97.x","female","pituitary","n9","chicks","late","female.pituitary.n9","charcterization"
"979","y98.g54_female_gonad_m.hatch","y98.g54","female","gonads","m.n2","nest","late","female.gonads.m.n2","manipulation"
"980","y98.g54_female_hypothalamus_m.hatch","y98.g54","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2","manipulation"
"981","y98.g54_female_pituitary_m.hatch","y98.g54","female","pituitary","m.n2","nest","late","female.pituitary.m.n2","manipulation"
"982","y98.o50.x_male_gonad_inc.d3","y98.o50.x","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3","charcterization"
"983","y98.o50.x_male_hypothalamus_inc.d3","y98.o50.x","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3","charcterization"
"984","y98.o50.x_male_pituitary_inc.d3","y98.o50.x","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3","charcterization"
