"","bird","horm.id","rnaseq.id","sex","tissue","treatment","external","internal","group"
"786","pu.s.o.r","s-o/r","pu.s.o.r_male_hypothalamus_m.hatch","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"787","pu.s.o.r","s-o/r","pu.s.o.r_male_pituitary_m.hatch","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"788","s062.d.blk.g","s/d-blk/g","s062.d.blk.g_male_gonad_m.hatch","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"789","s062.d.blk.g","s/d-blk/g","s062.d.blk.g_male_hypothalamus_m.hatch","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"790","s062.d.blk.g","s/d-blk/g","s062.d.blk.g_male_pituitary_m.hatch","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"791","s090.blk.pk.w","s/blk-pk/w","s090.blk.pk.w_male_gonad_m.hatch","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"792","s090.blk.pk.w","s/blk-pk/w","s090.blk.pk.w_male_hypothalamus_m.hatch","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"793","s090.blk.pk.w","s/blk-pk/w","s090.blk.pk.w_male_pituitary_m.hatch","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"794","x.blk23","x-blk23","x.blk23_male_gonad_m.n2","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"795","x.blk23","x-blk23","x.blk23_male_hypothalamus_m.n2","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"796","x.blk23","x-blk23","x.blk23_male_pituitary_m.n2","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"797","x.blu76","x-blu76","x.blu76_male_gonad_m.hatch","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"798","x.blu76","x-blu76","x.blu76_male_hypothalamus_m.hatch","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"799","x.blu76","x-blu76","x.blu76_male_pituitary_m.hatch","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"800","x.o4","x-o4","x.o4_male_gonad_m.hatch","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"801","x.o4","x-o4","x.o4_male_hypothalamus_m.hatch","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"802","x.o4","x-o4","x.o4_male_pituitary_m.hatch","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"803","blu55.g51","blu55-g51","blu55.g51_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"804","blu55.g51","blu55-g51","blu55.g51_female_hypothalamus_n5","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"805","blu55.g51","blu55-g51","blu55.g51_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"806","x.blu109.w121","x-blu109/w121","x.blu109.w121_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"807","x.blu109.w121","x-blu109/w121","x.blu109.w121_female_hypothalamus_n5","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"808","x.blu109.w121","x-blu109/w121","x.blu109.w121_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"809","x.g37","x-g37","x.g37_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"810","x.g37","x-g37","x.g37_female_hypothalamus_n5","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"811","x.g37","x-g37","x.g37_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"812","x.g43","x-g43","x.g43_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"813","x.g43","x-g43","x.g43_female_hypothalamus_n5","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"814","x.g43","x-g43","x.g43_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"815","x.g49","x-g49","x.g49_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"816","x.g49","x-g49","x.g49_female_hypothalamus_n5","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"817","x.g49","x-g49","x.g49_female_pituitary_n5.NYNO","female","pituitary","n5","chicks","late","female.pituitary.n5"
"818","x.o175.g21","x-o175/g21","x.o175.g21_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"819","x.o175.g21","x-o175/g21","x.o175.g21_female_hypothalamus_n5","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"820","x.o175.g21","x-o175/g21","x.o175.g21_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"821","x.o70","x-o70","x.o70_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"822","x.o70","x-o70","x.o70_female_hypothalamus_n5.NYNO","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"823","x.o70","x-o70","x.o70_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"824","x.r50.w97","x-r50/w97","x.r50.w97_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"825","x.r50.w97","x-r50/w97","x.r50.w97_female_hypothalamus_n5","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"826","x.r50.w97","x-r50/w97","x.r50.w97_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"827","y6.o54","y6-o54","y6.o54_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"828","y6.o54","y6-o54","y6.o54_female_hypothalamus_n5","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"829","y6.o54","y6-o54","y6.o54_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"830","y94.g133.x","x-y94/g133","y94.g133.x_female_gonad_n5","female","gonads","n5","chicks","late","female.gonads.n5"
"831","y94.g133.x","x-y94/g133","y94.g133.x_female_hypothalamus_n5.NYNO","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5"
"832","y94.g133.x","x-y94/g133","y94.g133.x_female_pituitary_n5","female","pituitary","n5","chicks","late","female.pituitary.n5"
"833","blk12.x","blk12-x","blk12.x_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"834","blk12.x","blk12-x","blk12.x_male_hypothalamus_n5.NYNO","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"835","blk12.x","blk12-x","blk12.x_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"836","blu37.r65.x","blu37/r65-x","blu37.r65.x_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"837","blu37.r65.x","blu37/r65-x","blu37.r65.x_male_hypothalamus_n5","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"838","blu37.r65.x","blu37/r65-x","blu37.r65.x_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"839","blu41.y100.x","blu41/y100-x","blu41.y100.x_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"840","blu41.y100.x","blu41/y100-x","blu41.y100.x_male_hypothalamus_n5.NYNO","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"841","blu41.y100.x","blu41/y100-x","blu41.y100.x_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"842","d.s008.y.blk","D/S-Y/Blk","d.s008.y.blk_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"843","d.s008.y.blk","D/S-Y/Blk","d.s008.y.blk_male_hypothalamus_n5","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"844","d.s008.y.blk","D/S-Y/Blk","d.s008.y.blk_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"845","d.s047.blk.o","d/s-blk/o","d.s047.blk.o_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"846","d.s047.blk.o","d/s-blk/o","d.s047.blk.o_male_hypothalamus_n5","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"847","d.s047.blk.o","d/s-blk/o","d.s047.blk.o_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"848","o152.o120.w42","o152-o120/w42","o152.o120.w42_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"849","o152.o120.w42","o152-o120/w42","o152.o120.w42_male_hypothalamus_n5","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"850","o152.o120.w42","o152-o120/w42","o152.o120.w42_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"851","x.blu30","x-blu30","x.blu30_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"852","x.blu30","x-blu30","x.blu30_male_hypothalamus_n5","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"853","x.blu30","x-blu30","x.blu30_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"854","x.o164.w123","x-o164/w123","x.o164.w123_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"855","x.o164.w123","x-o164/w123","x.o164.w123_male_hypothalamus_n5","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"856","x.o164.w123","x-o164/w123","x.o164.w123_male_pituitary_n5.NYNO","male","pituitary","n5","chicks","late","male.pituitary.n5"
"857","x.o68","x-o68","x.o68_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"858","x.o68","x-o68","x.o68_male_hypothalamus_n5","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"859","x.o68","x-o68","x.o68_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"860","x.r181","x-r181","x.r181_male_gonad_n5","male","gonads","n5","chicks","late","male.gonads.n5"
"861","x.r181","x-r181","x.r181_male_hypothalamus_n5","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5"
"862","x.r181","x-r181","x.r181_male_pituitary_n5","male","pituitary","n5","chicks","late","male.pituitary.n5"
"863","blk4.x","blk4-x","blk4.x_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"864","blk4.x","blk4-x","blk4.x_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"865","blk4.x","blk4-x","blk4.x_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"866","blu36.w16","blu36-w16","blu36.w16_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"867","blu36.w16","blu36-w16","blu36.w16_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"868","blu36.w16","blu36-w16","blu36.w16_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"869","r.s171.l.w","r/s-l/w","r.s171.l.w_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"870","r.s171.l.w","r/s-l/w","r.s171.l.w_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"871","r.s171.l.w","r/s-l/w","r.s171.l.w_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"872","r95.blu99","r95-blu99","r95.blu99_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"873","r95.blu99","r95-blu99","r95.blu99_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"874","r95.blu99","r95-blu99","r95.blu99_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"875","x.blu43.g132","x-blu43/g132","x.blu43.g132_female_gonad_n9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"876","x.blu43.g132","x-blu43/g132","x.blu43.g132_female_hypothalamus_n9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"877","x.blu43.g132","x-blu43/g132","x.blu43.g132_female_pituitary_n9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"878","x.g4.w50","x-g4/w50","x.g4.w50_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"879","x.g4.w50","x-g4/w50","x.g4.w50_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"880","x.g4.w50","x-g4/w50","x.g4.w50_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"881","x.w178","w178-x","x.w178_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"882","x.w178","w178-x","x.w178_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"883","x.w178","w178-x","x.w178_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"884","x.w6","x-w6","x.w6_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"885","x.w6","x-w6","x.w6_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"886","x.w6","x-w6","x.w6_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"887","x.y138.w176","x-y138/w176","x.y138.w176_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"888","x.y138.w176","x-y138/w176","x.y138.w176_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"889","x.y138.w176","x-y138/w176","x.y138.w176_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"890","x.y9","x-y9","x.y9_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"891","x.y9","x-y9","x.y9_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"892","x.y9","x-y9","x.y9_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"893","y97.x","y97-x","y97.x_female_gonad_n9","female","gonads","n9","chicks","late","female.gonads.n9"
"894","y97.x","y97-x","y97.x_female_hypothalamus_n9","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9"
"895","y97.x","y97-x","y97.x_female_pituitary_n9","female","pituitary","n9","chicks","late","female.pituitary.n9"
"896","blu81.r88","blu81-r88","blu81.r88_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"897","blu81.r88","blu81-r88","blu81.r88_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"898","blu81.r88","blu81-r88","blu81.r88_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"899","g.s.blk.d","blk/d-g/s","g.s.blk.d_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"900","g.s.blk.d","blk/d-g/s","g.s.blk.d_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"901","g.s.blk.d","blk/d-g/s","g.s.blk.d_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"902","r.y.s007.blk","r/y-s/blk","r.y.s007.blk_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"903","r.y.s007.blk","r/y-s/blk","r.y.s007.blk_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"904","r.y.s007.blk","r/y-s/blk","r.y.s007.blk_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"905","r195.x","R195-X","r195.x_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"906","r195.x","R195-X","r195.x_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"907","r195.x","R195-X","r195.x_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"908","r37.w100.x","r37/w100-x","r37.w100.x_male_gonad_n9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"909","r37.w100.x","r37/w100-x","r37.w100.x_male_hypothalamus_n9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"910","r37.w100.x","r37/w100-x","r37.w100.x_male_pituitary_n9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"911","s187.l.o.r","s/l-o/r","s187.l.o.r_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"912","s187.l.o.r","s/l-o/r","s187.l.o.r_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"913","s187.l.o.r","s/l-o/r","s187.l.o.r_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"914","x.blk16","x-blk16","x.blk16_male_gonad_n9.NYNO","male","gonads","n9","chicks","late","male.gonads.n9"
"915","x.blk16","x-blk16","x.blk16_male_hypothalamus_n9.NYNO","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"916","x.blk16","x-blk16","x.blk16_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"917","x.blu23.w14","x-blu23/w14","x.blu23.w14_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"918","x.blu23.w14","x-blu23/w14","x.blu23.w14_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"919","x.blu23.w14","x-blu23/w14","x.blu23.w14_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"920","x.o2","x-o2","x.o2_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"921","x.o2","x-o2","x.o2_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"922","x.o2","x-o2","x.o2_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"923","y129.x","y129-x","y129.x_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"924","y129.x","y129-x","y129.x_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"925","y129.x","y129-x","y129.x_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"926","y131.w185.x","y131/w185-x","y131.w185.x_male_gonad_n9","male","gonads","n9","chicks","late","male.gonads.n9"
"927","y131.w185.x","y131/w185-x","y131.w185.x_male_hypothalamus_n9","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9"
"928","y131.w185.x","y131/w185-x","y131.w185.x_male_pituitary_n9","male","pituitary","n9","chicks","late","male.pituitary.n9"
"929","blk.s031.pu.d","blk/s-pu/d","blk.s031.pu.d_female_gonad_prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"930","blk.s031.pu.d","blk/s-pu/d","blk.s031.pu.d_female_hypothalamus_prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"931","blk.s031.pu.d","blk/s-pu/d","blk.s031.pu.d_female_pituitary_prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"932","blu115.y150.x","blu115-x","blu115.y150.x_female_gonad_inc.prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"933","blu115.y150.x","blu115-x","blu115.y150.x_female_hypothalamus_inc.prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"934","blu115.y150.x","blu115-x","blu115.y150.x_female_pituitary_inc.prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"935","l.s052.pk.r","l/s-pk/r","l.s052.pk.r_female_gonad_prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"936","l.s052.pk.r","l/s-pk/r","l.s052.pk.r_female_hypothalamus_prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"937","l.s052.pk.r","l/s-pk/r","l.s052.pk.r_female_pituitary_prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"938","l.s166.o.w","l/s-o/w","l.s166.o.w_female_gonad_prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"939","l.s166.o.w","l/s-o/w","l.s166.o.w_female_hypothalamus_prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"940","l.s166.o.w","l/s-o/w","l.s166.o.w_female_pituitary_prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"941","r194.x","r194-x","r194.x_female_gonad_prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"942","r194.x","r194-x","r194.x_female_hypothalamus_prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"943","r194.x","r194-x","r194.x_female_pituitary_prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"944","s.pu.pk","s-pu/pk","s.pu.pk_female_gonad_prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"945","s.pu.pk","s-pu/pk","s.pu.pk_female_hypothalamus_prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"946","s.pu.pk","s-pu/pk","s.pu.pk_female_pituitary_prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"947","x.blk20","x-blk20","x.blk20_female_gonad_prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"948","x.blk20","x-blk20","x.blk20_female_hypothalamus_prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"949","x.blk20","x-blk20","x.blk20_female_pituitary_prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"950","x.g50","x-g50","x.g50_female_gonad_inc.prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"951","x.g50","x-g50","x.g50_female_hypothalamus_inc.prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"952","x.g50","x-g50","x.g50_female_pituitary_inc.prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"953","x.y145.r55","x-y145/r55","x.y145.r55_female_gonad_inc.prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"954","x.y145.r55","x-y145/r55","x.y145.r55_female_hypothalamus_inc.prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"955","x.y145.r55","x-y145/r55","x.y145.r55_female_pituitary_inc.prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"956","y146.r32.x","y146/r32-x","y146.r32.x_female_gonad_inc.prolong","female","gonads","prolong","eggs","late","female.gonads.prolong"
"957","y146.r32.x","y146/r32-x","y146.r32.x_female_hypothalamus_inc.prolong","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong"
"958","y146.r32.x","y146/r32-x","y146.r32.x_female_pituitary_inc.prolong","female","pituitary","prolong","eggs","late","female.pituitary.prolong"
"959","blk.s030.o.g","blk/s-o/g","blk.s030.o.g_male_gonad_prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"960","blk.s030.o.g","blk/s-o/g","blk.s030.o.g_male_hypothalamus_prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"961","blk.s030.o.g","blk/s-o/g","blk.s030.o.g_male_pituitary_prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"962","g.y.o.s","g/y-o/s","g.y.o.s_male_gonad_prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"963","g.y.o.s","g/y-o/s","g.y.o.s_male_hypothalamus_prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"964","g.y.o.s","g/y-o/s","g.y.o.s_male_pituitary_prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"965","g38.x","g38-x","g38.x_male_gonad_inc.prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"966","g38.x","g38-x","g38.x_male_hypothalamus_inc.prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"967","g38.x","g38-x","g38.x_male_pituitary_inc.prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"968","l.s080.blk.r","l/s-blk/r","l.s080.blk.r_male_gonad_prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"969","l.s080.blk.r","l/s-blk/r","l.s080.blk.r_male_hypothalamus_prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"970","l.s080.blk.r","l/s-blk/r","l.s080.blk.r_male_pituitary_prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"971","o114.blu9","o114-blu9","o114.blu9_male_gonad_inc.prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"972","o114.blu9","o114-blu9","o114.blu9_male_hypothalamus_inc.prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"973","o114.blu9","o114-blu9","o114.blu9_male_pituitary_inc.prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"974","pk.s.d.g","pk/s-d/g","pk.s.d.g_male_gonad_prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"975","pk.s.d.g","pk/s-d/g","pk.s.d.g_male_hypothalamus_prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"976","pk.s.d.g","pk/s-d/g","pk.s.d.g_male_pituitary_prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"977","r81.x","r81-x","r81.x_male_gonad_inc.prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"978","r81.x","r81-x","r81.x_male_hypothalamus_inc.prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"979","r81.x","r81-x","r81.x_male_pituitary_inc.prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"980","r90.x","r90-x","r90.x_male_gonad_inc.prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"981","r90.x","r90-x","r90.x_male_hypothalamus_inc.prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"982","r90.x","r90-x","r90.x_male_pituitary_inc.prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"983","x.blu57","x-blu57","x.blu57_male_gonad_prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"984","x.blu57","x-blu57","x.blu57_male_hypothalamus_prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"985","x.blu57","x-blu57","x.blu57_male_pituitary_prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
"986","x.y79","x-y79","x.y79_male_gonad_prolong","male","gonads","prolong","eggs","late","male.gonads.prolong"
"987","x.y79","x-y79","x.y79_male_hypothalamus_prolong","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong"
"988","x.y79","x-y79","x.y79_male_pituitary_prolong","male","pituitary","prolong","eggs","late","male.pituitary.prolong"
