"net$colors","gene"
"yellow","MEIG1"
"turquoise","MEIOB"
"turquoise","MEIS1"
"turquoise","MEIS2"
"turquoise","MELK"
"turquoise","MEMO1"
"turquoise","MEN1"
"grey","MEOX1"
"turquoise","MEOX2"
"grey","MEP1A"
"grey","MEP1B"
"turquoise","MEPCE"
"turquoise","MERTK"
"turquoise","MESDC1"
"turquoise","MESDC2"
"grey","MESP2"
"turquoise","MEST"
"turquoise","MET"
"turquoise","METAP1"
"turquoise","METAP1D"
"turquoise","METAP2"
"turquoise","Metazoa_SRP"
"turquoise","METRN"
"turquoise","METRNL"
"turquoise","METTL10"
"turquoise","METTL11B"
"turquoise","METTL13"
"turquoise","METTL14"
"turquoise","METTL15"
"turquoise","METTL16"
"turquoise","METTL18"
"turquoise","METTL20"
"turquoise","METTL21A"
"turquoise","METTL21C"
"turquoise","METTL21EP"
"turquoise","METTL22"
"turquoise","METTL24"
"turquoise","METTL25"
"turquoise","METTL2A"
"turquoise","METTL4"
"turquoise","METTL5"
"turquoise","METTL6"
"turquoise","METTL7A"
"turquoise","METTL8"
"turquoise","METTL9"
"turquoise","MEX3A"
"turquoise","MEX3D"
"turquoise","MFAP1"
"turquoise","MFAP2"
"turquoise","MFAP3"
"turquoise","MFAP3L"
"turquoise","MFF"
"turquoise","MFGE8"
"turquoise","MFI2"
"turquoise","MFN1"
"turquoise","MFN2"
"grey","MFRP"
"turquoise","MFSD1"
"turquoise","MFSD10"
"turquoise","MFSD11"
"turquoise","MFSD12"
"red","MFSD2A"
"turquoise","MFSD2B"
"turquoise","MFSD4"
"turquoise","MFSD5"
"turquoise","MFSD6"
"turquoise","MFSD7"
"turquoise","MFSD8"
"turquoise","MFSD9"
"turquoise","MGA"
"grey","MGAM"
"turquoise","MGARP"
"turquoise","MGAT2"
"turquoise","MGAT3"
"turquoise","MGAT4A"
"turquoise","MGAT4B"
"turquoise","MGAT4C"
"turquoise","MGAT5"
"turquoise","MGAT5B"
"turquoise","MGEA5"
"turquoise","MGLL"
"turquoise","MGME1"
"turquoise","MGMT"
"turquoise","MGP"
"turquoise","MGRN1"
"turquoise","MGST1"
"turquoise","MGST2"
"turquoise","MGST3"
"turquoise","MIA3"
"turquoise","MIB1"
"turquoise","MIB2"
"turquoise","MICAL1"
"turquoise","MICAL2"
"turquoise","MICAL3"
"turquoise","MICALL1"
"turquoise","MICALL2"
"turquoise","MICU1"
"turquoise","MICU2"
"turquoise","MICU3"
"turquoise","MID1"
"turquoise","MID1IP1"
"turquoise","MID2"
"turquoise","MIDN"
"turquoise","MIEF1"
"turquoise","MIEF2"
"turquoise","MIEN1"
"turquoise","MIER1"
"turquoise","MIER2"
"turquoise","MIER3"
"turquoise","MIF"
"turquoise","MIF4GD"
"turquoise","MIIP"
"turquoise","MILR1"
"turquoise","MINA"
"turquoise","MINOS1"
"turquoise","MINPP1"
"turquoise","MIOS"
"grey","MIOX"
"turquoise","MIP"
"turquoise","MIPEP"
"turquoise","MIPOL1"
"turquoise","MIS12"
"turquoise","MIS18A"
"turquoise","MIS18BP1"
"tan","MISP"
"turquoise","MITD1"
"turquoise","MITF"
"red","MKI67"
"turquoise","MKKS"
"turquoise","MKL1"
"turquoise","MKL2"
"turquoise","MKLN1"
"turquoise","MKNK1"
"turquoise","MKNK2"
"turquoise","MKRN1"
"turquoise","MKRN2"
"turquoise","MKRN2OS"
"turquoise","MKS1"
"brown","MKX"
"pink","MLC1"
"turquoise","MLEC"
"turquoise","MLF1"
"turquoise","MLF2"
"turquoise","MLH1"
"turquoise","MLH3"
"yellow","MLIP"
"grey","MLKL"
"turquoise","MLL2"
"turquoise","MLL3"
"turquoise","MLLT1"
"turquoise","MLLT10"
"turquoise","MLLT11"
"turquoise","MLLT3"
"turquoise","MLLT4"
"turquoise","MLLT6"
"red","MLN"
"black","MLPH"
"turquoise","MLST8"
"turquoise","MLX"
"turquoise","MLXIP"
"turquoise","MLXIPL"
"turquoise","MMAA"
"turquoise","MMACHC"
"turquoise","MMADHC"
"turquoise","MMD"
"brown","MMD2"
"turquoise","MME"
"turquoise","MMEL1"
"turquoise","MMGT1"
"grey","MMP1"
"grey","MMP10"
"grey","MMP13"
"turquoise","MMP15"
"magenta","MMP16"
"turquoise","MMP17"
"turquoise","MMP2"
"turquoise","MMP23B"
"turquoise","MMP24"
"grey","MMP27"
"grey","MMP7"
"turquoise","MMP9"
"turquoise","MMRN1"
"turquoise","MMRN2"
"turquoise","MMS19"
"turquoise","MMS22L"
"turquoise","MN1"
"turquoise","MNAT1"
"turquoise","MND1"
"turquoise","MNS1"
"turquoise","MNT"
"turquoise","MNX1"
"turquoise","MOB1A"
"turquoise","MOB1B"
"turquoise","MOB2"
"turquoise","MOB3B"
"turquoise","MOB4"
"turquoise","MOBKL2C"
"turquoise","MOCOS"
"turquoise","MOCS1"
"turquoise","MOCS2"
"turquoise","MOCS3"
"turquoise","MOGAT1"
"turquoise","MOGAT2"
"turquoise","MOGS"
"turquoise","MON1A"
"turquoise","MON2"
"turquoise","MORC2"
"turquoise","MORC3"
"turquoise","MORF4L1"
"turquoise","MORN3"
"turquoise","MORN4"
"turquoise","MORN5"
"grey","MOS"
"turquoise","MOSPD1"
"turquoise","MOSPD2"
"cyan","MOV10"
"grey","MOV10L1"
"brown","MOXD1"
"turquoise","MPC1"
"turquoise","MPC2"
"turquoise","MPDZ"
"blue","MPEG1"
"turquoise","MPG"
"turquoise","MPHOSPH10"
"turquoise","MPHOSPH6"
"turquoise","MPHOSPH8"
"turquoise","MPHOSPH9"
"turquoise","MPI"
"tan","MPL"
"turquoise","MPLKIP"
"turquoise","MPND"
"lightcyan","MPO"
"turquoise","MPP1"
"brown","MPP2"
"turquoise","MPP3"
"turquoise","MPP4"
"turquoise","MPP5"
"brown","MPP6"
"turquoise","MPP7"
"turquoise","MPPE1"
"turquoise","MPPED1"
"turquoise","MPPED2"
"turquoise","MPRIP"
"turquoise","MPST"
"turquoise","MPV17"
"turquoise","MPV17L2"
"turquoise","MPZL1"
"turquoise","MPZL2"
"turquoise","MPZL3"
"turquoise","MRAP2"
"turquoise","MRAS"
"turquoise","MRC2"
"turquoise","MRE11A"
"turquoise","MREG"
"turquoise","MRGBP"
"turquoise","MRGPRH"
"turquoise","MRI1"
"turquoise","MRM1"
"turquoise","MRP63"
"turquoise","MRPL1"
"turquoise","MRPL10"
"turquoise","MRPL12"
"turquoise","MRPL13"
"turquoise","MRPL14"
"turquoise","MRPL15"
"turquoise","MRPL16"
"turquoise","MRPL17"
"turquoise","MRPL18"
"turquoise","MRPL19"
"turquoise","MRPL2"
"turquoise","MRPL20"
"turquoise","MRPL21"
"turquoise","MRPL22"
"turquoise","MRPL23"
"turquoise","MRPL24"
"turquoise","MRPL27"
"turquoise","MRPL28"
"turquoise","MRPL3"
"turquoise","MRPL32"
"turquoise","MRPL33"
"turquoise","MRPL34"
"turquoise","MRPL35"
"turquoise","MRPL37"
"turquoise","MRPL38"
"turquoise","MRPL39"
"turquoise","MRPL4"
"turquoise","MRPL40"
"turquoise","MRPL41"
"turquoise","MRPL43"
"turquoise","MRPL44"
"turquoise","MRPL45"
"turquoise","MRPL46"
"turquoise","MRPL47"
"turquoise","MRPL48"
"turquoise","MRPL50"
"turquoise","MRPL51"
"green","MRPL53"
"turquoise","MRPL54"
"turquoise","MRPL55"
"turquoise","MRPS10"
"turquoise","MRPS11"
"turquoise","MRPS12"
"turquoise","MRPS14"
"turquoise","MRPS15"
"turquoise","MRPS16"
"turquoise","MRPS17"
"turquoise","MRPS18A"
"turquoise","MRPS18C"
"turquoise","MRPS2"
"turquoise","MRPS21"
"turquoise","MRPS22"
"turquoise","MRPS23"
"turquoise","MRPS25"
"turquoise","MRPS26"
"turquoise","MRPS27"
"turquoise","MRPS28"
"turquoise","MRPS31"
"turquoise","MRPS33"
"turquoise","MRPS34"
"turquoise","MRPS35"
"turquoise","MRPS36"
"turquoise","MRPS5"
"turquoise","MRPS6"
"turquoise","MRPS7"
"turquoise","MRPS9"
"turquoise","MRS2"
"turquoise","MRVI1"
"turquoise","MRVLDC3"
"turquoise","MSANTD1"
"turquoise","MSANTD2"
"turquoise","MSANTD4"
"turquoise","MSH2"
"turquoise","MSH3"
"turquoise","MSH4"
"turquoise","MSH6"
"turquoise","MSI1"
"turquoise","MSI2"
"turquoise","MSL1"
"turquoise","MSL2"
"turquoise","MSL3"
"turquoise","MSLN"
"turquoise","MSMO1"
"turquoise","MSMP"
"turquoise","MSRA"
"turquoise","MSRB1"
"turquoise","MSRB3"
"yellow","MSS51"
"turquoise","MST1"
"turquoise","MST1R"
"turquoise","MST4"
"turquoise","MSTN"
"turquoise","MSTO1"
"pink","MSX1"
"turquoise","MSX2"
"turquoise","MT4"
"turquoise","MTA1"
"turquoise","MTA3"
"grey","MTBP"
"turquoise","MTCH1"
"turquoise","MTCH2"
"turquoise","MTCP1NB"
"turquoise","MTERF2"
"turquoise","MTERF3"
"turquoise","MTERF4"
"turquoise","MTF1"
"turquoise","MTF2"
"turquoise","MTFMT"
"turquoise","MTFP1"
"turquoise","MTFR1"
"turquoise","MTFR1L"
"turquoise","MTFR2"
"turquoise","MTG2"
"turquoise","MTHFD1"
"turquoise","MTHFD1L"
"turquoise","MTHFD2"
"turquoise","MTHFD2L"
"turquoise","MTHFR"
"turquoise","MTHFS"
"turquoise","MTHFSD"
"turquoise","MTIF2"
"turquoise","MTIF3"
"turquoise","MTM1"
"turquoise","MTMR1"
"turquoise","MTMR10"
"turquoise","MTMR12"
"turquoise","MTMR14"
"turquoise","MTMR3"
"turquoise","MTMR6"
"turquoise","MTMR7"
"turquoise","MTMR8"
"turquoise","MTMR9"
"turquoise","MTMR9LP"
"turquoise","MTO1"
"turquoise","MTOR"
"turquoise","MTPAP"
"turquoise","MTPN"
"turquoise","MTR"
"turquoise","MTRF1"
"turquoise","MTRF1L"
"turquoise","MTRR"
"turquoise","MTSS1"
"turquoise","MTSS1L"
"turquoise","MTTP"
"turquoise","MTTPL"
"turquoise","MTUS1"
"turquoise","MTUS2"
"turquoise","MTX2"
"turquoise","MTX3"
"grey","MUC"
"turquoise","MUC1"
"turquoise","MUC13"
"turquoise","MUC2"
"turquoise","MUC4"
"turquoise","MUC6"
"turquoise","MUL1"
"turquoise","MUL1L"
"turquoise","MUM1"
"turquoise","MURC"
"turquoise","MUSK"
"turquoise","MUT"
"turquoise","MUTYH"
"turquoise","MVB12A"
"turquoise","MVB12B"
"turquoise","MVD"
"turquoise","MVK"
"grey","MVP"
"cyan","MX1"
"turquoise","MXD1"
"red","MXD3"
"turquoise","MXD4"
"turquoise","MXI1"
"turquoise","MXRA5"
"turquoise","MXRA7"
"turquoise","MXRA8"
"turquoise","MYB"
"turquoise","MYBBP1A"
"turquoise","MYBL1"
"turquoise","MYBL2"
"yellow","MYBPC1"
"turquoise","MYBPC2"
"yellow","MYBPC3"
"yellow","MYBPH"
"red","MYC"
"turquoise","MYCBP2"
"turquoise","MYCBPAP"
"grey","MYCL"
"turquoise","MYCN"
"turquoise","MYCT1"
"turquoise","MYD88"
"turquoise","MYEF2"
"turquoise","MYEOV2"
"yellow","MYF6"
"turquoise","MYH10"
"grey","MYH11"
"yellow","MYH13"
"turquoise","MYH15"
"yellow","MYH1A"
"yellow","MYH1C"
"turquoise","MYH1D"
"grey","MYH1F"
"yellow","MYH1G"
"turquoise","MYH7"
"yellow","MYH7B"
"yellow","MYL10"
"grey","MYL3"
"grey","MYL4"
"turquoise","MYL6"
"turquoise","MYLIP"
"turquoise","MYLK"
"yellow","MYLK2"
"turquoise","MYLK3"
"yellow","MYLK4"
"turquoise","MYNN"
"brown","MYO10L"
"turquoise","MYO15A"
"turquoise","MYO15L"
"brown","MYO16"
"turquoise","MYO18A"
"turquoise","MYO18B"
"turquoise","MYO19"
"turquoise","MYO1A"
"turquoise","MYO1B"
"turquoise","MYO1C"
"turquoise","MYO1D"
"turquoise","MYO1E"
"turquoise","MYO1H"
"green","MYO3A"
"turquoise","MYO3AL"
"turquoise","MYO3B"
"turquoise","MYO5A"
"grey","MYO5B"
"lightcyan","MYO5BL"
"turquoise","MYO6"
"turquoise","MYO7A"
"turquoise","MYO7B"
"turquoise","MYO7L2"
"turquoise","MYO9A"
"turquoise","MYO9B"
"turquoise","MYOC"
"green","MYOD1"
"turquoise","MYOF"
"grey","MYOG"
"yellow","MYOM1"
"yellow","MYOM2"
"turquoise","MYOM3"
"yellow","MYOT"
"yellow","MYOZ1"
"yellow","MYOZ2"
"yellow","MYOZ3"
"yellow","MYPN"
"grey","MYRFL"
"turquoise","MYRIP"
"turquoise","MYSM1"
"turquoise","MYST2"
"turquoise","MYT1"
"turquoise","MYT1L"
"grey","MZB1"
"turquoise","MZT1"
"turquoise","MZT2B"
"turquoise","N4BP1"
"turquoise","N4BP2"
"turquoise","N4BP2L1"
"turquoise","N4BP2L2"
"turquoise","N4BP3"
"turquoise","N6AMT2"
"turquoise","NAA16"
"turquoise","NAA20"
"turquoise","NAA25"
"turquoise","NAA30"
"turquoise","NAA35"
"turquoise","NAA38"
"turquoise","NAA40"
"turquoise","NAA50"
"turquoise","NAA60"
"turquoise","NAAA"
"turquoise","NAALAD2"
"magenta","NAALADL2"
"turquoise","NAB1"
"turquoise","NAB2"
"turquoise","NABP1"
"turquoise","NABP2"
"turquoise","NACA"
"turquoise","NACAD"
"turquoise","NACC2"
"turquoise","NADK"
"turquoise","NADK2"
"turquoise","NADSYN1"
"turquoise","NAF1"
"turquoise","NAGA"
"turquoise","NAGLU"
"turquoise","NAGPA"
"turquoise","NALCN"
"turquoise","NAMPT"
"turquoise","NANOG"
"turquoise","NANOS1"
"turquoise","NANP"
"turquoise","NANS"
"turquoise","NAP1L1"
"turquoise","NAP1L4"
"turquoise","NAPB"
"turquoise","NAPEPLD"
"turquoise","NAPG"
"turquoise","NAPRT"
"turquoise","NARF"
"turquoise","NARFL"
"turquoise","NARS"
"turquoise","NARS2"
"turquoise","NASP"
"brown","NAT"
"turquoise","NAT10"
"turquoise","NAT8B"
"turquoise","NAT8L"
"turquoise","NAT9"
"turquoise","NAV1"
"turquoise","NAV2"
"turquoise","NAV3"
"turquoise","NBAS"
"turquoise","NBEA"
"turquoise","NBEAL1"
"turquoise","NBEAL2"
"turquoise","NBL1"
"turquoise","NBN"
"turquoise","NBR1"
"turquoise","NCAM1"
"turquoise","NCAM2"
"salmon","NCAN"
"turquoise","NCAPD2"
"turquoise","NCAPD3"
"red","NCAPG"
"turquoise","NCAPG2"
"turquoise","NCAPH"
"turquoise","NCAPH2"
"turquoise","NCBP1"
"turquoise","NCBP2"
"turquoise","NCDN"
"turquoise","NCEH1"
"blue","NCF1"
"blue","NCF2"
"blue","NCF4"
"turquoise","NCK2"
"turquoise","NCKAP1"
"turquoise","NCKAP5"
"turquoise","NCKIPSD"
"turquoise","NCL"
"turquoise","NCLN"
"turquoise","NCMAP"
"turquoise","NCOA1"
"turquoise","NCOA2"
"turquoise","NCOA3"
"turquoise","NCOA4"
"turquoise","NCOA5"
"turquoise","NCOA6"
"turquoise","NCOA7"
"turquoise","NCOR1"
"turquoise","NCS1"
"turquoise","NCSTN"
"turquoise","ND1"
"lightcyan","ND3"
"lightcyan","ND6"
"turquoise","NDC1"
"red","NDC80"
"turquoise","NDE1"
"turquoise","NDFIP1"
"turquoise","NDFIP2"
"midnightblue","NDNF"
"turquoise","NDNL2"
"turquoise","NDOR1"
"black","NDP"
"turquoise","NDRG1"
"brown","NDRG4"
"turquoise","NDST3"
"turquoise","NDST4"
"turquoise","NDUFA1"
"turquoise","NDUFA10"
"turquoise","NDUFA12"
"turquoise","NDUFA2"
"turquoise","NDUFA4"
"green","NDUFA5"
"turquoise","NDUFA6"
"turquoise","NDUFA8"
"turquoise","NDUFAB1"
"turquoise","NDUFAF1"
"turquoise","NDUFAF2"
"turquoise","NDUFAF3"
"turquoise","NDUFAF4"
"turquoise","NDUFAF5"
"turquoise","NDUFAF6"
"turquoise","NDUFAF7"
"turquoise","NDUFB1"
"turquoise","NDUFB10"
"turquoise","NDUFB2"
"turquoise","NDUFB3"
"turquoise","NDUFB4"
"turquoise","NDUFB5"
"turquoise","NDUFB7"
"turquoise","NDUFB9"
"turquoise","NDUFC2"
"turquoise","NDUFS1"
"turquoise","NDUFS2"
"turquoise","NDUFS3"
"turquoise","NDUFS4"
"turquoise","NDUFS5"
"turquoise","NDUFS6"
"turquoise","NDUFS7"
"turquoise","NDUFS8"
"turquoise","NDUFV1"
"turquoise","NDUFV2"
"turquoise","NDUFV3"
"yellow","NEB"
"turquoise","NEBL"
"black","NECAB1"
"turquoise","NECAB2"
"turquoise","NECAB3"
"turquoise","NECAP1"
"turquoise","NECAP2"
"turquoise","NEDD1"
"turquoise","NEDD4"
"turquoise","NEDD4L"
"turquoise","NEDD9"
"turquoise","NEFH"
"turquoise","NEFL"
"greenyellow","NEFM"
"turquoise","NEGR1"
"turquoise","NEIL1"
"grey","NEIL2"
"turquoise","NEIL3"
"turquoise","NEK1"
"turquoise","NEK10"
"turquoise","NEK11"
"red","NEK2"
"turquoise","NEK3"
"turquoise","NEK4"
"turquoise","NEK5"
"turquoise","NEK6"
"turquoise","NEK7"
"turquoise","NEK8"
"turquoise","NEK9"
"turquoise","NELFA"
"turquoise","NELFB"
"turquoise","NELFCD"
"turquoise","NELFE"
"turquoise","NELL1"
"turquoise","NELL2"
"turquoise","NEMF"
"turquoise","NEMP2"
"turquoise","NENF"
"turquoise","NEO1"
"brown","NES"
"turquoise","NET1"
"turquoise","NETO1"
"turquoise","NETO2"
"turquoise","NEU3"
"grey","NEU4"
"turquoise","NEURL1"
"turquoise","NEURL1B"
"turquoise","NEUROD1"
"greenyellow","NEUROD6"
"grey","NEUROG2"
"grey","NEUROG3"
"turquoise","NEXN"
"turquoise","NF1"
"turquoise","NF2"
"turquoise","NF2L"
"turquoise","NFAM1"
"turquoise","NFASC"
"turquoise","NFAT5"
"turquoise","NFATC1"
"turquoise","NFATC2"
"turquoise","NFATC3"
"turquoise","NFE2L1"
"turquoise","NFE2L2"
"turquoise","NFIA"
"turquoise","NFIB"
"turquoise","NFIC"
"turquoise","NFIL3"
"turquoise","NFIX"
"turquoise","NFKB1"
"turquoise","NFKB2"
"turquoise","NFKBIA"
"turquoise","NFKBIB"
"turquoise","NFKBIE"
"turquoise","NFKBIZ"
"turquoise","NFRKB"
"turquoise","NFU1"
"turquoise","NFX1"
"turquoise","NFXL1"
"turquoise","NFYA"
"turquoise","NFYB"
"turquoise","NFYC"
"turquoise","NGB"
"brown","NGEF"
"turquoise","NGF"
"turquoise","NGFR"
"turquoise","NGLY1"
"turquoise","NHEDC2"
"turquoise","NHEJ1"
"turquoise","NHLH1"
"turquoise","NHLRC1"
"magenta","NHLRC2"
"turquoise","NHLRC3"
"grey","NHLRC4"
"turquoise","NHP2"
"turquoise","NHS"
"turquoise","NHSL1"
"turquoise","NHSL2"
"turquoise","NID1"
"turquoise","NID2"
"turquoise","NIF3L1"
"turquoise","NIFK"
"turquoise","NIM1K"
"turquoise","NIN"
"turquoise","NINJ1"
"pink","NINJ2"
"turquoise","NINL"
"turquoise","NIP7"
"turquoise","NIPA1"
"turquoise","NIPA2"
"turquoise","NIPAL1"
"turquoise","NIPAL3"
"turquoise","NIPAL4"
"turquoise","NIPSNAP1"
"turquoise","NIPSNAP3A"
"turquoise","NISCH"
"turquoise","NIT1"
"turquoise","NIT2"
"turquoise","NKAIN1"
"brown","NKAIN2"
"turquoise","NKAIN3"
"brown","NKAIN4"
"turquoise","NKAP"
"brown","NKD1"
"turquoise","NKIRAS1"
"turquoise","NKIRAS2"
"turquoise","NKRF"
"turquoise","NKTR"
"grey","NKX1-2"
"salmon","NKX2-1"
"turquoise","NKX2-2"
"salmon","NKX2-3"
"grey","NKX2-5"
"grey","NKX3-1"
"turquoise","NKX6-2"
"turquoise","NKX6-3"
"turquoise","NLE1"
"turquoise","NLGN1"
"turquoise","NLGN4X"
"turquoise","NLK"
"turquoise","NLN"
"blue","NLRC3"
"blue","NLRC5"
"turquoise","NLRP3"
"turquoise","NMB"
"turquoise","NMBR"
"turquoise","NMD3"
"turquoise","NME1"
"turquoise","NME2"
"turquoise","NME3"
"turquoise","NME4"
"turquoise","NME5"
"turquoise","NME7"
"grey","NME8"
"turquoise","NMI"
"turquoise","NMNAT1"
"turquoise","NMNAT2"
"turquoise","NMNAT3"
"turquoise","NMRAL1"
"turquoise","NMRK1"
"turquoise","NMS"
"turquoise","NMT1"
"turquoise","NMT2"
"grey","NMU"
"turquoise","NMUR2"
"turquoise","NNF1"
"turquoise","NNT"
"turquoise","NOA1"
"turquoise","NOB1"
"grey","NOBOX"
"turquoise","NOC2L"
"turquoise","NOC3L"
"turquoise","NOC4L"
"turquoise","NOCT"
"turquoise","NOD1"
"grey","NODAL"
"turquoise","NOG"
"turquoise","NOG2"
"turquoise","NOL10"
"turquoise","NOL11"
"turquoise","NOL4"
"turquoise","NOL6"
"turquoise","NOL7"
"turquoise","NOL8"
"turquoise","NOL9"
"turquoise","NOLC1"
"turquoise","NOM1"
"turquoise","NONO"
"turquoise","NOP14"
"turquoise","NOP16"
"turquoise","NOP2"
"turquoise","NOP56"
"turquoise","NOP58"
"turquoise","NOS2"
"turquoise","NOS3"
"turquoise","NOSIP"
"turquoise","NOTCH2"
"turquoise","NOTUM"
"turquoise","NOV"
"turquoise","NOVA1"
"turquoise","NOX1"
"grey","NOX3"
"magenta","NOX4"
"grey","NOX5"
"turquoise","NOXA1"
"turquoise","NOXO1"
"turquoise","NOXRED1"
"turquoise","NPAS2"
"turquoise","NPAS3"
"turquoise","NPAS4"
"turquoise","NPAT"
"turquoise","NPB"
"grey","NPBWR1"
"turquoise","NPBWR2"
"turquoise","NPC1"
"turquoise","NPC2"
"turquoise","NPDC1"
"turquoise","NPEPL1"
"turquoise","NPEPPS"
"green","NPFF"
"turquoise","NPFFR1"
"turquoise","NPFFR2"
"turquoise","NPHP1"
"turquoise","NPHP3"
"turquoise","NPHP4"
"grey","NPHS2"
"turquoise","NPL"
"turquoise","NPLOC4"
"turquoise","NPM1"
"turquoise","NPM3"
"turquoise","NPNT"
"black","NPPC"
"grey","NPR1"
"turquoise","NPR2"
"turquoise","NPR3"
"turquoise","NPRL2"
"turquoise","NPRL3"
"yellow","NPSR1"
"turquoise","NPTN"
"salmon","NPTX1"
"brown","NPTX2"
"greenyellow","NPVF"
"black","NPY"
"turquoise","NPY1R"
"brown","NPY2R"
"turquoise","NPY5R"
"pink","NPY6R"
"turquoise","NPY7R"
"turquoise","NQO2"
"turquoise","NR0B1"
"turquoise","NR13"
"turquoise","NR1D1"
"turquoise","NR1D2"
"turquoise","NR1H3"
"grey","NR1H4"
"turquoise","NR2C1"
"turquoise","NR2C2"
"turquoise","NR2C2AP"
"salmon","NR2E1"
"turquoise","NR2F1B"
"turquoise","NR2F2"
"turquoise","NR3C1"
"turquoise","NR3C2"
"turquoise","NR4A2"
"turquoise","NR4A3"
"turquoise","NR5A1"
"turquoise","NR5A2"
"turquoise","NR6A1"
"grey","NRAP"
"turquoise","NRARP"
"turquoise","NRAS"
"turquoise","NRBF2"
"turquoise","NRBP1"
"turquoise","NRBP2"
"turquoise","NRCAM"
"turquoise","NRD1"
"turquoise","NRDE2"
"turquoise","NREP"
"turquoise","NRF1"
"black","NRG2"
"turquoise","NRG3"
"turquoise","NRG4"
"turquoise","NRGN"
"turquoise","NRIP3"
"turquoise","NRK"
"turquoise","NRN1"
"turquoise","NRN1L"
"turquoise","NRP1"
"turquoise","NRP2"
"turquoise","NRROS"
"turquoise","NRSN1"
"turquoise","NRTN"
"turquoise","NRXN1"
"turquoise","NRXN3"
"turquoise","NSD1"
"turquoise","NSDHL"
"turquoise","NSF"
"turquoise","NSFL1C"
"turquoise","NSL1"
"turquoise","NSMAF"
"turquoise","NSMCE1"
"turquoise","NSMCE2"
"turquoise","NSMCE4A"
"turquoise","NSMF"
"turquoise","NSRP1"
"turquoise","NSUN2"
"turquoise","NSUN3"
"turquoise","NSUN4"
"turquoise","NSUN5"
"turquoise","NSUN6"
"turquoise","NSUN7"
"turquoise","NT5C1A"
"turquoise","NT5C1B"
"turquoise","NT5C2"
"turquoise","NT5C3A"
"turquoise","NT5C3B"
"turquoise","NT5DC1"
"turquoise","NT5DC2"
"turquoise","NT5DC3"
"pink","NT5E"
"turquoise","NT5M"
"turquoise","NTAN1"
"turquoise","NTF3"
"turquoise","NTHL1"
"brown","NTM"
"turquoise","NTMT1"
"turquoise","NTN1"
"turquoise","NTN3"
"turquoise","NTN4"
"turquoise","NTN4L"
"turquoise","NTNG1"
"turquoise","NTNG2"
"turquoise","NTPCR"
"grey","NTRK1"
"turquoise","NTRK2"
"turquoise","NTRK3"
"salmon","NTS"
"brown","NTSR1"
"turquoise","NUAK1"
"turquoise","NUAK2"
"turquoise","NUB1"
"turquoise","NUBP1"
"turquoise","NUBP2"
"turquoise","NUBPL"
"turquoise","NUCB2"
"turquoise","NUCKS1"
"turquoise","NUDC"
"turquoise","NUDCD1"
"green","NUDCD2"
"turquoise","NUDCD3"
"turquoise","NUDT1"
"turquoise","NUDT12"
"turquoise","NUDT13"
"turquoise","NUDT14"
"turquoise","NUDT15"
"turquoise","NUDT16L1"
"turquoise","NUDT18"
"turquoise","NUDT19"
"turquoise","NUDT2"
"turquoise","NUDT21"
"turquoise","NUDT3"
"turquoise","NUDT4"
"turquoise","NUDT5"
"turquoise","NUDT6"
"turquoise","NUDT7"
"turquoise","NUDT8"
"turquoise","NUDT9"
"red","NUF2"
"turquoise","NUFIP1"
"turquoise","NUFIP2"
"turquoise","NUMA1"
"turquoise","NUMB"
"turquoise","NUP107"
"turquoise","NUP133"
"turquoise","NUP153"
"turquoise","NUP155"
"turquoise","NUP160"
"turquoise","NUP205"
"turquoise","NUP210"
"turquoise","NUP214"
"turquoise","NUP35"
"turquoise","NUP37"
"turquoise","NUP43"
"turquoise","NUP50"
"turquoise","NUP54"
"turquoise","NUP58"
"turquoise","NUP62"
"turquoise","NUP85"
"turquoise","NUP88"
"turquoise","NUP93"
"turquoise","NUP98"
"turquoise","NUPL2"
"turquoise","NUS1"
"turquoise","NUSAP1"
"turquoise","NUTF2"
"turquoise","NVL"
"turquoise","NWD2"
"turquoise","NXN"
